Year,Region,Region code,Country,Country Code,Elements,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,"First administrative level
","Second administrative level
",Coverage subscores,"Machine readable
",Non-proprietary,"Download options
","Metadata available
","Terms of use
",Openness subscores,Overall subscores
2022,Southern Europe,EUZ,Albania,ALB,International trade,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,50.0,0.0,70.0,81.3
2022,Southern Europe,EUZ,Albania,ALB,Balance of payments,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,50.0,0.0,70.0,81.3
2022,Southern Europe,EUZ,Albania,ALB,Economic and Financial Statistics subscores,100.0,100.0,100.0,12.5,0.0,82.7,92.9,100.0,71.4,50.0,0.0,62.9,71.3
2022,Southern Europe,EUZ,Albania,ALB,Agriculture & Land Use,100.0,100.0,100.0,50.0,0.0,70.0,100.0,100.0,50.0,50.0,0.0,60.0,65.0
2022,Southern Europe,EUZ,Albania,ALB,Resource use,100.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,100.0,50.0,0.0,70.0,61.1
2022,Southern Europe,EUZ,Albania,ALB,Energy,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,100.0,50.0,0.0,70.0,62.5
2022,Southern Europe,EUZ,Albania,ALB,Pollution,50.0,0.0,50.0,50.0,0.0,37.5,100.0,100.0,100.0,50.0,0.0,70.0,55.6
2022,Southern Europe,EUZ,Albania,ALB,Built environment,100.0,100.0,50.0,0.0,0.0,50.0,50.0,100.0,50.0,50.0,0.0,50.0,50.0
2022,Southern Europe,EUZ,Albania,ALB,Environment subscore,80.0,60.0,60.0,25.0,0.0,52.4,90.0,100.0,80.0,50.0,0.0,64.0,58.7
2022,Southern Europe,EUZ,Albania,ALB,All categories,86.7,80.0,73.3,30.4,6.9,62.6,79.3,98.3,68.8,50.0,0.0,59.3,60.8
2022,Northern Africa,AFN,Algeria,DZA,Population & vital statistics,100.0,100.0,100.0,50.0,0.0,70.0,0.0,100.0,0.0,50.0,0.0,30.0,50.0
2022,Northern Africa,AFN,Algeria,DZA,Education facilities,50.0,50.0,50.0,50.0,0.0,40.0,0.0,100.0,0.0,50.0,0.0,30.0,35.0
2022,Northern Africa,AFN,Algeria,DZA,Education outcomes,50.0,50.0,50.0,50.0,0.0,40.0,0.0,100.0,0.0,50.0,0.0,30.0,35.0
2022,Northern Africa,AFN,Algeria,DZA,Health facilities,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,0.0,50.0,0.0,30.0,30.0
2022,Northern Africa,AFN,Algeria,DZA,Health outcomes,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,0.0,50.0,0.0,30.0,30.0
2022,Northern Africa,AFN,Algeria,DZA,Reproductive health,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,50.0,50.0,0.0,40.0,35.0
2022,Northern Africa,AFN,Algeria,DZA,Food security & nutrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Northern Africa,AFN,Algeria,DZA,Gender statistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Northern Africa,AFN,Algeria,DZA,Crime & justice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Northern Africa,AFN,Algeria,DZA,Poverty & income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Northern Africa,AFN,Algeria,DZA,Social Statistics subscores,35.0,35.0,35.0,15.0,0.0,24.5,0.0,60.0,5.0,30.0,0.0,19.0,21.7
2022,Northern Africa,AFN,Algeria,DZA,National accounts,100.0,100.0,100.0,0.0,0.0,75.0,50.0,50.0,50.0,50.0,0.0,40.0,55.6
2022,Northern Africa,AFN,Algeria,DZA,Labor,100.0,50.0,100.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0,0.0,30.0,40.0
2022,Northern Africa,AFN,Algeria,DZA,Price indexes,100.0,100.0,100.0,0.0,0.0,75.0,0.0,100.0,0.0,50.0,0.0,30.0,50.0
2022,Northern Africa,AFN,Algeria,DZA,Government finance,100.0,50.0,100.0,0.0,0.0,62.5,0.0,100.0,0.0,50.0,0.0,30.0,44.4
2022,Northern Africa,AFN,Algeria,DZA,Money & banking,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,50.0,0.0,30.0,56.3
2022,Northern Africa,AFN,Algeria,DZA,International trade,50.0,50.0,50.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0,0.0,30.0,37.5
2022,Northern Africa,AFN,Algeria,DZA,Balance of payments,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,50.0,0.0,30.0,56.3
2022,Northern Africa,AFN,Algeria,DZA,Economic and Financial Statistics subscores,92.9,78.6,92.9,0.0,0.0,71.2,7.1,92.9,7.1,50.0,0.0,31.4,48.4
2022,Northern Africa,AFN,Algeria,DZA,Agriculture & Land Use,50.0,0.0,50.0,50.0,0.0,30.0,0.0,100.0,0.0,50.0,0.0,30.0,30.0
2022,Northern Africa,AFN,Algeria,DZA,Resource use,100.0,50.0,50.0,0.0,0.0,50.0,0.0,100.0,50.0,50.0,0.0,40.0,44.4
2022,Northern Africa,AFN,Algeria,DZA,Energy,50.0,50.0,50.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0,0.0,30.0,37.5
2022,Northern Africa,AFN,Algeria,DZA,Pollution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Northern Africa,AFN,Algeria,DZA,Built environment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Northern Africa,AFN,Algeria,DZA,Environment subscore,40.0,20.0,30.0,12.5,0.0,23.8,0.0,60.0,10.0,30.0,0.0,20.0,21.7
2022,Northern Africa,AFN,Algeria,DZA,All categories,56.0,44.5,52.6,10.5,0.0,37.8,2.4,71.0,7.4,36.7,0.0,23.5,30.1
2022,Southern Europe,EUZ,Andorra,ADO,Population & vital statistics,100.0,100.0,100.0,50.0,0.0,87.5,100.0,100.0,50.0,100.0,0.0,70.0,77.8
2022,Southern Europe,EUZ,Andorra,ADO,Education facilities,50.0,50.0,50.0,0.0,0.0,37.5,100.0,100.0,50.0,100.0,0.0,70.0,55.6
2022,Southern Europe,EUZ,Andorra,ADO,Education outcomes,50.0,50.0,50.0,50.0,0.0,50.0,100.0,100.0,50.0,100.0,0.0,70.0,61.1
2022,Southern Europe,EUZ,Andorra,ADO,Health facilities,50.0,50.0,50.0,0.0,0.0,37.5,100.0,100.0,100.0,100.0,0.0,80.0,61.1
2022,Southern Europe,EUZ,Andorra,ADO,Health outcomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Southern Europe,EUZ,Andorra,ADO,Reproductive health,50.0,50.0,50.0,0.0,0.0,37.5,100.0,100.0,50.0,100.0,0.0,70.0,55.6
2022,Southern Europe,EUZ,Andorra,ADO,Food security & nutrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Southern Europe,EUZ,Andorra,ADO,Gender statistics,50.0,50.0,50.0,0.0,0.0,37.5,100.0,100.0,100.0,100.0,0.0,80.0,61.1
2022,Southern Europe,EUZ,Andorra,ADO,Crime & justice,50.0,50.0,50.0,50.0,0.0,50.0,100.0,100.0,50.0,100.0,0.0,70.0,61.1
2022,Southern Europe,EUZ,Andorra,ADO,Poverty & income,100.0,100.0,50.0,0.0,0.0,62.5,100.0,100.0,100.0,100.0,0.0,80.0,72.2
2022,Southern Europe,EUZ,Andorra,ADO,Social Statistics subscores,50.0,50.0,45.0,16.7,0.0,41.0,80.0,80.0,55.0,80.0,0.0,59.0,51.1
2022,Southern Europe,EUZ,Andorra,ADO,National accounts,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,50.0,50.0,0.0,60.0,56.3
2022,Southern Europe,EUZ,Andorra,ADO,Labor,100.0,100.0,100.0,0.0,0.0,75.0,100.0,100.0,50.0,100.0,0.0,70.0,72.2
2022,Southern Europe,EUZ,Andorra,ADO,Price indexes,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,100.0,100.0,0.0,80.0,68.8
2022,Southern Europe,EUZ,Andorra,ADO,Government finance,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,50.0,50.0,0.0,60.0,75.0
2022,Southern Europe,EUZ,Andorra,ADO,Money & banking,50.0,50.0,0.0,0.0,0.0,33.3,100.0,100.0,50.0,0.0,0.0,50.0,43.8
2022,Southern Europe,EUZ,Andorra,ADO,International trade,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,50.0,50.0,0.0,60.0,75.0
2022,Southern Europe,EUZ,Andorra,ADO,Balance of payments,100.0,50.0,0.0,0.0,0.0,50.0,100.0,100.0,50.0,50.0,0.0,60.0,56.3
2022,Southern Europe,EUZ,Andorra,ADO,Economic and Financial Statistics subscores,78.6,71.4,57.1,0.0,0.0,65.9,100.0,100.0,57.1,57.1,0.0,62.9,64.0
2022,Southern Europe,EUZ,Andorra,ADO,Agriculture & Land Use,50.0,50.0,50.0,50.0,0.0,50.0,100.0,100.0,100.0,100.0,0.0,80.0,66.7
2022,Southern Europe,EUZ,Andorra,ADO,Resource use,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,100.0,100.0,0.0,80.0,68.8
2022,Southern Europe,EUZ,Andorra,ADO,Energy,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,100.0,100.0,0.0,80.0,68.8
2022,Southern Europe,EUZ,Andorra,ADO,Pollution,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,100.0,100.0,0.0,80.0,68.8
2022,Southern Europe,EUZ,Andorra,ADO,Built environment,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,80.0,44.4
2022,Southern Europe,EUZ,Andorra,ADO,Environment subscore,40.0,40.0,40.0,25.0,0.0,38.2,100.0,100.0,100.0,100.0,0.0,80.0,63.1
2022,Southern Europe,EUZ,Andorra,ADO,All categories,56.2,53.8,47.4,17.3,0.0,47.6,93.3,93.3,70.7,79.0,0.0,67.3,59.2
2022,Middle Africa,AFM,Angola,AGO,Population & vital statistics,50.0,50.0,50.0,50.0,0.0,40.0,0.0,100.0,50.0,50.0,0.0,40.0,40.0
2022,Middle Africa,AFM,Angola,AGO,Education facilities,50.0,50.0,50.0,50.0,0.0,40.0,0.0,100.0,50.0,50.0,0.0,40.0,40.0
2022,Middle Africa,AFM,Angola,AGO,Education outcomes,50.0,50.0,50.0,50.0,0.0,40.0,0.0,100.0,0.0,50.0,0.0,30.0,35.0
2022,Middle Africa,AFM,Angola,AGO,Health facilities,50.0,50.0,50.0,50.0,0.0,40.0,0.0,100.0,50.0,50.0,0.0,40.0,40.0
2022,Middle Africa,AFM,Angola,AGO,Health outcomes,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,0.0,50.0,0.0,30.0,30.0
2022,Middle Africa,AFM,Angola,AGO,Reproductive health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Middle Africa,AFM,Angola,AGO,Food security & nutrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Middle Africa,AFM,Angola,AGO,Gender statistics,50.0,50.0,0.0,0.0,0.0,20.0,0.0,100.0,50.0,50.0,0.0,40.0,30.0
2022,Middle Africa,AFM,Angola,AGO,Crime & justice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,40.0,20.0
2022,Middle Africa,AFM,Angola,AGO,Poverty & income,100.0,50.0,0.0,100.0,50.0,60.0,0.0,100.0,50.0,50.0,0.0,40.0,50.0
2022,Middle Africa,AFM,Angola,AGO,Social Statistics subscores,40.0,35.0,25.0,30.0,5.6,27.6,0.0,80.0,30.0,40.0,0.0,30.0,28.8
2022,Middle Africa,AFM,Angola,AGO,National accounts,50.0,50.0,50.0,0.0,0.0,37.5,100.0,50.0,50.0,50.0,0.0,50.0,44.4
2022,Middle Africa,AFM,Angola,AGO,Labor,100.0,100.0,50.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0,0.0,30.0,40.0
2022,Middle Africa,AFM,Angola,AGO,Price indexes,100.0,100.0,100.0,50.0,0.0,87.5,0.0,100.0,0.0,50.0,0.0,30.0,55.6
2022,Middle Africa,AFM,Angola,AGO,Government finance,100.0,50.0,100.0,0.0,0.0,62.5,0.0,100.0,0.0,50.0,0.0,30.0,44.4
2022,Middle Africa,AFM,Angola,AGO,Money & banking,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,50.0,50.0,0.0,40.0,62.5
2022,Middle Africa,AFM,Angola,AGO,International trade,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,50.0,50.0,0.0,60.0,75.0
2022,Middle Africa,AFM,Angola,AGO,Balance of payments,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,50.0,50.0,0.0,60.0,75.0
2022,Middle Africa,AFM,Angola,AGO,Economic and Financial Statistics subscores,92.9,85.7,85.7,12.5,0.0,73.1,57.1,78.6,28.6,50.0,0.0,42.9,55.7
2022,Middle Africa,AFM,Angola,AGO,Agriculture & Land Use,50.0,50.0,50.0,0.0,0.0,30.0,0.0,100.0,50.0,50.0,0.0,40.0,35.0
2022,Middle Africa,AFM,Angola,AGO,Resource use,50.0,50.0,50.0,0.0,0.0,37.5,0.0,100.0,50.0,50.0,0.0,40.0,38.9
2022,Middle Africa,AFM,Angola,AGO,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Middle Africa,AFM,Angola,AGO,Pollution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Middle Africa,AFM,Angola,AGO,Built environment,100.0,50.0,0.0,100.0,0.0,50.0,0.0,100.0,50.0,50.0,0.0,40.0,45.0
2022,Middle Africa,AFM,Angola,AGO,Environment subscore,40.0,30.0,20.0,25.0,0.0,26.2,0.0,60.0,30.0,30.0,0.0,24.0,25.0
2022,Middle Africa,AFM,Angola,AGO,All categories,57.6,50.2,43.6,24.1,3.5,40.3,19.0,72.9,29.5,40.0,0.0,32.3,36.0
2022,Caribbean,AMC,Anguilla,AIA,Population & vital statistics,50.0,50.0,50.0,0.0,0.0,37.5,100.0,100.0,50.0,100.0,0.0,70.0,55.6
2022,Caribbean,AMC,Anguilla,AIA,Education facilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Education outcomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Health facilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Health outcomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Reproductive health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Food security & nutrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Gender statistics,50.0,0.0,50.0,0.0,0.0,25.0,0.0,100.0,50.0,50.0,0.0,40.0,33.3
2022,Caribbean,AMC,Anguilla,AIA,Crime & justice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Poverty & income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Social Statistics subscores,10.0,5.0,10.0,0.0,0.0,6.4,10.0,20.0,10.0,15.0,0.0,11.0,9.0
2022,Caribbean,AMC,Anguilla,AIA,National accounts,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,50.0,50.0,0.0,60.0,56.3
2022,Caribbean,AMC,Anguilla,AIA,Labor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Price indexes,50.0,50.0,50.0,0.0,0.0,50.0,0.0,100.0,50.0,50.0,0.0,40.0,43.8
2022,Caribbean,AMC,Anguilla,AIA,Government finance,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,20.0,50.0
2022,Caribbean,AMC,Anguilla,AIA,Money & banking,50.0,0.0,50.0,0.0,0.0,33.3,0.0,100.0,100.0,50.0,0.0,50.0,43.8
2022,Caribbean,AMC,Anguilla,AIA,International trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Balance of payments,100.0,50.0,100.0,0.0,0.0,83.3,100.0,100.0,50.0,50.0,0.0,60.0,68.8
2022,Caribbean,AMC,Anguilla,AIA,Economic and Financial Statistics subscores,50.0,35.7,50.0,0.0,0.0,43.2,28.6,71.4,35.7,28.6,0.0,32.9,36.8
2022,Caribbean,AMC,Anguilla,AIA,Agriculture & Land Use,50.0,50.0,50.0,0.0,0.0,37.5,100.0,100.0,50.0,50.0,0.0,60.0,50.0
2022,Caribbean,AMC,Anguilla,AIA,Resource use,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,50.0,50.0,0.0,60.0,56.3
2022,Caribbean,AMC,Anguilla,AIA,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Pollution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Built environment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Anguilla,AIA,Environment subscore,20.0,20.0,20.0,0.0,0.0,17.6,40.0,40.0,20.0,20.0,0.0,24.0,21.4
2022,Caribbean,AMC,Anguilla,AIA,All categories,26.7,20.2,26.7,0.0,0.0,21.1,26.2,43.8,21.9,21.2,0.0,22.6,22.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Population & vital statistics,100.0,100.0,100.0,0.0,0.0,75.0,100.0,100.0,50.0,50.0,100.0,80.0,77.8
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Education facilities,100.0,50.0,50.0,0.0,0.0,50.0,50.0,100.0,50.0,50.0,100.0,70.0,61.1
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Education outcomes,50.0,50.0,50.0,0.0,0.0,37.5,50.0,100.0,50.0,50.0,100.0,70.0,55.6
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Health facilities,50.0,50.0,50.0,0.0,0.0,37.5,0.0,100.0,50.0,50.0,100.0,60.0,50.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Health outcomes,50.0,0.0,50.0,0.0,0.0,25.0,0.0,100.0,50.0,50.0,100.0,60.0,44.4
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Reproductive health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Food security & nutrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Gender statistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Crime & justice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Poverty & income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Social Statistics subscores,35.0,25.0,30.0,0.0,0.0,23.1,20.0,50.0,25.0,25.0,50.0,34.0,29.2
2022,Caribbean,AMC,Antigua and Barbuda,ATG,National accounts,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,50.0,50.0,100.0,80.0,68.8
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Labor,100.0,100.0,0.0,50.0,0.0,62.5,50.0,100.0,0.0,50.0,100.0,60.0,61.1
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Price indexes,50.0,50.0,50.0,0.0,0.0,50.0,50.0,100.0,0.0,50.0,100.0,60.0,56.3
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Government finance,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,50.0,100.0,50.0,68.8
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Money & banking,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,50.0,100.0,50.0,68.8
2022,Caribbean,AMC,Antigua and Barbuda,ATG,International trade,50.0,50.0,50.0,0.0,0.0,50.0,100.0,100.0,0.0,100.0,100.0,80.0,68.8
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Balance of payments,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,80.0,87.5
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Economic and Financial Statistics subscores,78.6,78.6,64.3,50.0,0.0,72.7,57.1,100.0,7.1,64.3,100.0,65.7,68.4
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Agriculture & Land Use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Resource use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Pollution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Built environment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,Environment subscore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Caribbean,AMC,Antigua and Barbuda,ATG,All categories,37.9,34.5,31.4,5.0,0.0,30.5,25.7,50.0,10.7,29.8,50.0,33.2,32.1
2022,South America,AMZ,Argentina,ARG,Population & vital statistics,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,30.0,40.0
2022,South America,AMZ,Argentina,ARG,Education facilities,50.0,50.0,50.0,50.0,0.0,40.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0
2022,South America,AMZ,Argentina,ARG,Education outcomes,50.0,50.0,50.0,50.0,0.0,40.0,50.0,50.0,50.0,50.0,0.0,40.0,40.0
2022,South America,AMZ,Argentina,ARG,Health facilities,50.0,50.0,50.0,0.0,0.0,30.0,100.0,100.0,50.0,50.0,100.0,80.0,55.0
2022,South America,AMZ,Argentina,ARG,Health outcomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,South America,AMZ,Argentina,ARG,Reproductive health,50.0,50.0,50.0,50.0,0.0,40.0,100.0,50.0,50.0,50.0,0.0,50.0,45.0
2022,South America,AMZ,Argentina,ARG,Food security & nutrition,50.0,50.0,0.0,0.0,0.0,25.0,100.0,100.0,50.0,50.0,0.0,60.0,44.4
2022,South America,AMZ,Argentina,ARG,Gender statistics,50.0,50.0,50.0,0.0,0.0,30.0,50.0,50.0,50.0,50.0,0.0,40.0,35.0
2022,South America,AMZ,Argentina,ARG,Crime & justice,50.0,50.0,50.0,0.0,0.0,30.0,50.0,50.0,50.0,50.0,0.0,40.0,35.0
2022,South America,AMZ,Argentina,ARG,Poverty & income,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,0.0,50.0,0.0,30.0,65.0
